,Title,Tanggal Rilis,Text Berita,Link
135,Rentetan 11 kemenangan Timnas Basket Putri terhenti di tangan India - ANTARA News,2023-09-27T21:35:31+07:00,"
				Jakarta (ANTARA) - Rentetan 11 kemenangan Timnas Bola Basket Putri di level Asia Tenggara dan Asia harus terhenti di tangan tim India dengan menelan kekalahan 46-66 pada pertandingan pertama Grup A Asian Games 2022 di SX Olympic Gymnasium Hangzhou China, Rabu.



Timnas Basket Putri yang sedang berapi-api karena mencatatkan enam kemenangan di ajang SEA Games Kamboja, dan lima menang di FIBA Asia Cup 2023 Putri Divisi B, harus menerima kekalahan oleh tim India dengan selisih 20 poin.



Henny Sutjiono dan kawan-kawan memulai laga dengan lambat dan bahkan tanpa mencetak poin hingga laga berlangsung selama tiga menit. Tembakan tiga angka dari Kimberley Pierre Louis yang mebuka poin untuk Indonesia.



Pada kuarter pertama, Indonesia mampu mencetak 14 poin, dan itu menjadi angka terbanyak yang dibuat dalam satu kuarter. Sejak kuarter pertama, India sudah unggul 18-14.



Pada kuarter kedua dan ketiga, laga berlangsung ketat dengan Timnas Basket Putri Indonesia memberikan perlawanan. Bahkan, Indonesia sempat memimpin poin di kuarter kedua dan kuarter tiga meski paling banyak hanya menang empat angka.



Di akhir kuarter tiga, India berhasil mencuri poin meski hanya unggul dua poin dengan skor 38-36.



Baca juga:  



Namun permainan berubah di kuarter akhir. Indonesia hanya mampu mencetak 10 poin, sementara India mendulang poin hingga 28 angka.



Akurasi tembakan Timnas Basket Putri hanya 22 persen meski melakukan banyak sekali percobaan tembakan, yaitu hanya 18 yang berhasil dari sebanyak 82 upaya lemparan yang dilakukan (18-82). Akurasi tembakan tiga angka bahkan lebih rendah lagi, yakni 13 persen dengan 4-32.



Kimberley Pierre Louis menjadi pencetak poin terbanyak untuk Indonesia dengan 11 poin sekaligus menyumbang 10 rebound. Catatan dua digit lainnya hanya dibuat oleh Dewa Ayu Made Kusuma dengan 11 rebound dan menyumbang 4 poin.



Dengan kekalahan ini, Timnas Basket Putri Indonesia berada di peringkat tiga klasemen Grup A. Posisi pertama ditempati China yang menggasak Mongolia 101-46. India menduduki posisi dua dan Mongolia di peringkat terakhir.



Timnas Basket Putri membuat perjuangan untuk lolos fase grup kian berat dengan kalahnya melawan India. Sebab mereka akan berhadapan dengan tim peringkat dua dunia yaitu China pada Jumat (29/9).



Baca juga:  

Baca juga:  Pewarta: Aditya Ramadhan
Editor: Irwan Suhirwandi
				COPYRIGHT © ANTARA 2023
",https://www.antaranews.com/berita/3746898/rentetan-11-kemenangan-timnas-basket-putri-terhenti-di-tangan-india
136,RS Bintaro gandeng WONDERS Festival adakan kompetisi basket putri - ANTARA News,2023-09-25T20:33:53+07:00,"
				Jakarta (ANTARA) - Rumah Sakit Premier Bintaro (RSPB) resmi menggandeng WONDERS Festival mengadakan kompetisi one-on-one pertama di Indonesia khusus untuk basket putri yang digelar di Mitra Terrace, Jakarta pada Minggu (17/9).



“Saat ini, profesi atlet tidak bisa dipandang sebelah mata dan harus mendapatkan perhatian dari berbagai pihak. Salah satunya atlet basket putri yang prestasinya sudah tidak diragukan lagi di dunia olahraga. Untuk mendukung kemajuan tim basket wanita, RS Premier Bintaro mendukung 100% kegiatan WONDERS Festival karena RS Premier Bintaro yakin bahwa para atlet basket wanita memiliki potensi besar untuk meraih prestasi, bahkan di tingkat internasional,” tulis keterangan rilis resmi RS Premier Bintaro, Senin.



Tak hanya mendukung kompetisi one-on-one WONDERS Festival, RS Premier Bintaro juga memberikan perhatian khusus untuk penanganan cedera olahraga serta pemeliharaan kesehatan melalui bidang OrthoSport and Wellness Center.



Mereka yakin bahwa cedera olahraga tidak boleh menjadi hambatan bagi atlet untuk mencapai prestasi gemilang.



Sementara itu, WONDERS Festival merupakan salah satu wadah untuk pebasket putri mendapat sorotan lebih sekaligus menggaungkan suara agar basket putri mendapat perhatian.



WONDERS Festival, yang dimotori mantan pebasket putri nasional, Anjelin Rosmika Simanjuntak, sebelumnya juga pernah dihelat dengan tajuk WONDERS Campaign 1.0 pada 21 Mei 2023 dan WONDERS Campaign 2.0 pada 25 Juni 2023.



Acara WONDERS Festival yang didukung penuh RS Premier Bintaro menghadirkan 130 peserta dari berbagai kategori, seperti antar sekolah, antar komunitas, dan pemain undangan.



Sebut saja pebasket muda yang hadir antara lain Ariqa Shafa Chayyara dan Chloe Cathleen Cung. Lalu ada pemain berbakat yang masih di bangku SMA, seperti Praisey Blessed, Jovanka Atmadja, Makayla Pradanitya Jatidi, dan Aurelia Azzahra Atmadireja.



Selain nama-nama lokal, WONDERS Festival X RS Premier Bintaro juga menghadirkan pebasket wanita senior Indonesia seperti Deniece Adriana Gunarto, Nadya Valdiyen, Sarah Troylita, Asima Yohana Tobing, Josephine Nikita, Sharon Debora Lahama, Meinia Mutiara, Fitryana Sari Dewi dan Alya Zahira, yang juga merupakan Finalis Miss Universe Indonesia 2023.



WONDERS X RS Premier Bintaro juga mendatangkan antusiasme dari pebasket luar negeri, yaitu Nanase Nakamura dari Jepang dan Jenna Randriamboavonjy dari Perancis.



Baca juga:  

Baca juga:  

Pewarta: Fajar Satriyo
Editor: Teguh Handoko
				COPYRIGHT © ANTARA 2023
",https://www.antaranews.com/berita/3743202/rs-bintaro-gandeng-wonders-festival-adakan-kompetisi-basket-putri
137,Grand Finale Mandiri Indonesia 3x3 Tournament digelar Oktober - ANTARA News,2023-09-25T18:55:32+07:00,"
				Jakarta (ANTARA) - Grand Finale Mandiri Indonesia 3X3 Tournament 2023 akan digelar pada pekan pertama Oktober di Cilandak Town Square (Citos) Jakarta yang menjadi ajang kompetisi bagi pebasket muda usia 18-23 tahun.



""Citos kembali menjadi venue pelaksanaan babak Grand Finale Mandiri Indonesia 3X3 Tournament 2023. Dilaksanakan pada 7 dan 8 Oktober,"" kata Project Director Mandiri Indonesia 3X3 Tournament 2023 Chaerul Anwar Azis di Jakarta, Senin.



Chaerul mengatakan pelaksanaan babak puncak kompetisi basket 3x3 tersebut pada tahun lalu juga dilaksanakan di Citos. Saat itu pelaksanaan berlangsung dua hari, yakni tanggal 26-27 November 2022 dengan peserta 64 tim dari tim putra dan putri.



Untuk tahun ini, lanjut Chaerul, ajang ini dimotori Super Sport Sensation (SSS) International bekerja sama dengan PP Perbasi dan didukung oleh perusahaan BUMN yang memang berfokus pada pengembangan olahraga basket Tanah Air, yakni Bank Mandiri.



Agar persaingan lebih kompetitif, peserta disaring lebih ketat. Sehingga mendapatkan 32 tim dari putra dan putri untuk fase puncak ini. Mereka adalah tim terbaik dari berbagai daerah di Indonesia yang sebelumnya sudah berjuang di tahap kota dan provinsi.



Tahun ini, ada beberapa penyegaran untuk tuan rumah di fase kota atau City Selection menyusul munculnya tuan rumah baru yaitu Lamongan untuk di Jawa Timur, Depok sebagai perwakilan Jawa Bara, kemudian juga diselenggarakan di DKI Jakarta, dan Yogyakarta.



""Di Grand Finale total ada 132 atlet dari 32 tim. Ini akan menjadi persaingan yang menarik karena pesertanya ada yang debutan dan sudah ikut lebih dulu tahun lalu. Yang debutan tentu memiliki ambisi menunjukkan bahwa mereka tidak kalah secara kualitas,"" katanya.



Kompetisi 3x3 dengan kategori khusus pebasket muda ini diharapkan bisa memunculkan calon-calon pebasket nasional untuk meneruskan perjuangan dalam mengembangkan olahraga basket di Indonesia. Selain itu, penyelenggaraan kompetisi olahraga bola basket nomor 3x3 juga dimaksudkan untuk menghidupkan olahraga basket setengah lapangan ini.



Baca juga:  

Baca juga:  

Pewarta: Aditya Ramadhan
Editor: Teguh Handoko
				COPYRIGHT © ANTARA 2023
",https://www.antaranews.com/berita/3742950/grand-finale-mandiri-indonesia-3x3-tournament-digelar-oktober
138,Empat tim legenadris akan beradu di IBL 3x3 Seri Kedua - ANTARA News,2023-09-24T07:14:34+07:00,"
				Jakarta (ANTARA) - Empat tim basket legendaris Indonesia akan beradu pada kompetisi IBL 3x3 2023 Seri Kedua yang diselenggarakan di Atrium Mall Kota Kasablanka Jakarta, Minggu.



Gim bertajuk Clash of The Legends akan diikuti oleh empat tim basket yang sudah sejak lama berkompetisi pada liga bola basket Tanah Air, yakni Aspac, Pelita Jaya, Satria Muda dan Indonesia Muda. Klub klub ini dikenal memiliki para pendukung fanatik.



Aspac akan diperkuat Athmadi Mahendra, Bugi Setiawan, Saut Lombok Jonson dan Antonius Joko Endratmo. Pelita Jaya menampilkan Erick Sebayang, Fityandini, Bambang Hermansyah, dan Andi ""Batam"" Poedjakesuma.



""Pastinya ini akan jadi pertandingan yang menarik. Sudah lama tidak saling bertemu dan bertanding seperti ini, jadi pasti akan sangat seru,"" kata Antonius Joko Endratmo dikutip dari laman resmi IBL.



Sementara Satria Muda dihuni Bayu Radityo, Syahrizal Afandi, Dwui ""Iboy"" Eriano serta Rony Gunawan dan Indonesia Muda diperkuat Raymond Manuhutu, Charles Bronson, Lucky Pinontoan dan Romy Chandra.



Meski lama meninggalkan dunia bola basket profesional, para pemain ini tak pernah berhenti memainkan olahraga yang mereka cintai. Keahlian mereka masih terlihat mumpuni dan bisa dinikmati serta menjadi pelajaran bagi para pemain muda lainnya.



Kompetisi IBL 3x3 2023 akan melanjutkan serinya, yaitu seri kedua, setelah sebelumnya menggelar IBL 3x3 Seri Pertama di Bintaro Xchance Mall, Tangerang, pekan lalu. Pada IBL 3x3 2023 Seri Pertama, Amartha Hangtuah Jakarta keluar sebagai juara.



IBL 3x3 2023 Seri Kedua diselenggarkan di Kota Kasablanka pada 23-24 September yang diikuti oleh tim-tim IBL.



Baca juga:  

Baca juga:  Pewarta: Aditya Ramadhan
Editor: Teguh Handoko
				COPYRIGHT © ANTARA 2023
",https://www.antaranews.com/berita/3741000/empat-tim-legenadris-akan-beradu-di-ibl-3x3-seri-kedua
139,"Dari Kejurnas 3X3, empat tim pastikan diri lolos PON 2024 - ANTARA News",2023-09-24T05:54:00+07:00,"
				Jakarta (ANTARA) - Empat tim basket 3x3 putri memastikan diri lolos kualifikasi Pekan Olahraga Nasional (PON) 2024 Aceh-Sumatera Utara, usai memastikan diri jadi juara grup pada Kejuaraan Nasional Bola Basket 3x3 yang digelar di Yogykarta, hingga Minggu.



Tim basket 3x3 putri yang lolos PON 2024 adalah Bali sebagai juara Grup A, DI Yogyakarta sebagai juara Grup B, DKI Jakarta dari Grup C, dan Jawa Timur dari Grup D.



Technical Delegate Kejurnas 3x3 Kualifikasi PON 2024 Aceh-Sumut Renny Dwi Chandrawati dalam keterangan tertulisnya yang diterima di Jakarta, menjelaskan keempat tim tersebut sudah tidak bertanding lagi di hari terakhir. Hal itu dikarenakan mereka langsung lolos dengan statusnya juara grup.



Sementara enam tiket lainnya akan diperebutkan oleh peringkat dua, tiga, dan empat pada masing-masing grup. Mereka akan bertanding lagi pada hari ini dengan melawan tim dari grup lain.



Dari laga-laga itu, diambil enam besar untuk tim yang lolos menyusul empat tim sebelumnya. Dengan begitu, peserta yang lolos dari Kejurnas ini ke PON Aceh-Sumut secara total ada 10 tim.



Sementara untuk dari kategori putra, belum ada tim yang memastikan lolos ke PON 2024. Semua tim masih harus bertanding lagi di hari terakhir penyelenggaraan Kejurnas Bola Basket 3x3 Kualifikasi PON 2024 pada hari ini.



“Jadi hari minggu akan seru. Semua tim bersaing menuju PON Aceh-Sumut. Jadi masyarakat Jogja mari ke Ambarukmo Plaza dan saksikan pertandingan seru dari pagi sampai malam,” terang Ketua Panitia Pelaksana Kejurnas 3x3 Kualifikasi PON 2024 Aceh-Sumut Andy Setiawan.



Kejurnas Bola Basket 3x3 di Ambarukmo Plaza Yogyakarta pada 21-24 September 2023. Kejurnas ini merupakan panggung bagi pemain muda menuju Pekan Olahraga Nasional (PON) 2024 Aceh-Sumut.



Kejurnas Bola Basket 3x3 tahun ini diikuti oleh 44 peserta tim yang tersebar dari seluruh daerah Indonesia. Rinciannya, untuk kategori putra sebanyak 26 tim, dan untuk kategori putri ada 18 tim.



Baca juga:  

Baca juga:  Pewarta: Aditya Ramadhan
Editor: Junaydi Suswanto
				COPYRIGHT © ANTARA 2023
",https://www.antaranews.com/berita/3740973/dari-kejurnas-3x3-empat-tim-pastikan-diri-lolos-pon-2024
140,Brandon Jawato kembali ke Pelita Jaya - ANTARA News,2023-11-16T11:06:45+07:00,"
				Jakarta (ANTARA) - Pemain timnas bola basket Indonesia Brandon Jawato kembali ke tim lamanya Pelita Jaya Bakrie Jakarta setelah sebelumnya bermain untuk tim Liga B Jepang SeaHorses Mikawa sejak 2022.



Jawato bisa dikatakan pulang ke Pelita Jaya karena dia pernah membela tim Jakarta tersebut pada kompetisi IBL 2016.



Mengutip laman resmi IBL di Jakarta, Kamis, awal kemunculan Brandon Jawato memang menyita perhatian karena membawa Pelita Jaya sampai ke puncak liga. Namun sayangnya dia gagal menjadi juara bersama Pelita Jaya dikarenakan CLS Knights tampil lebih baik.



Jawato sendiri pada fase terakhir di musim pertamanya menderita cedera yang mengganggu performa.



Setelah kembali dari cedera, Jawato bergabung dengan CLS Knights Indonesia untuk berlaga di ASEAN Basketball League (ABL) musim 2018-2019. Dia tampil cemerlang dengan membukukan 13 poin per gim, 4,3 rebound per gim, 2,5 assist per gim, dan 1,1 steal per gim dalam 36 pertandingan. Dia juga sukses membawa CLS Knights Indonesia menjadi juara.



Jawato sebenarnya pernah tampil di IBL, tepatnya pada musim 2020. Di mana proyek pertama dari PP Perbasi yakni Indonesia Patriots diperkenalkan. Saat itu Jawato bermain 13 pertandingan dengan kontribusi 16,7 ppg, 6,5 rpg, 1,8 apg, dan 1,4 spg.



Baca juga:  



Namun liga terhenti karena pandemi, sehingga program Indonesia Patriots juga terpaksa dihentikan. Saat itu, Wato dan rekan-rekannya di Indonesia Patriots digembleng untuk menyambut FIBA Asia Cup 2021.



Pada musim 2022-2023, Jawato bermain di B.League Jepang bersama tim Sea Horses Mikawa. Sebelumnya, dia bermain untuk Utsonomiya Brex. Selain itu, Jawato juga menjadi andalan timnas basket Indonesia di berbagai ajang internasional. Pengalamannya berkompetisi di ajang internasional tak perlu diragukan.



Ia pun diyakini mampu beradaptasi dengan cepat bersama Pelita Jaya karena sudah pernah bermain di tim tersebut sebelumnya. Dengan diperkenalkannya Brandon Jawato, maka semakin menyiratkan bahwa Pelita Jaya memang ingin mengakhiri paceklik gelar juara liga.



Seperti diketahui, Pelita Jaya sudah tiga musim berturut-turut mencapai final IBL namun tidak pernah berhasil mengangkat trofi.



Baca juga:  

Baca juga:  Pewarta: Aditya Ramadhan
Editor: Eka Arifa Rusqiyati
				COPYRIGHT © ANTARA 2023
",https://www.antaranews.com/berita/3825741/brandon-jawato-kembali-ke-pelita-jaya
141,Althof Satrio perpanjang kontrak tiga tahun di RANS - ANTARA News,2023-11-14T21:27:27+07:00,"
				Jakarta (ANTARA) - Althof Dwira Satrio memperpanjang kontraknya bersama RANS Simba Bogor dengan durasi panjang selama tiga tahun atau sampai tahun 2026 untuk berkompetisi di liga bola basket Tanah Air IBL.



Althof dipastikan masuk dalam roster RANS Simba Bogor untuk musim 2024 hingga 2026 karena performanya yang dinilai meningkat dari waktu ke waktu.



Althof merupakan generasi pertama RANS, sejak tim miik Raffi Ahmad tersebut dinyatakan sebagai kontestan IBL pada tahun 2022. Tetapi sebagai pemain debutan, Althof belum bisa berkontribusi maksimal.



Data dari laman resmi IBL menyebutkan bahwa dalam 22 pertandingan musim reguler IBL 2022, Althof tampil 18 menit per gim, dengan catatan rata-rata 3,5 poin per gim dan 1,7 rebound per gim. Althof juga sempat merasakan tampil di babak playoff dengan kontribusi 5,7 poin per gim, 1,3 rebound per gim, 1 assist per gim, dan 1 steal per gim.



Althof mulai mengalami perubahan besar dalam performanya kala RANS dipegang oleh pelatih Bambang Asdianto Pribadi. Althof berubah menjadi sosok yang penting di tim.



Dia tampil 30 gim dengan catatan rata-rata 7,5 ppg, 2,3 rpg, dan 1 apg dalam 21,3 menit per gim. Pada babak playoff, kontribusi poinnya meningkat jadi 8,7 ppg dalam tiga pertandingan. Althof terkadang menjadi penentu kemenangan tim, seperti yang pernah terjadi di salah satu laga musim reguler.



Karena penampilannya terus meningkat, maka tak heran kalau manajemen RANS memberi kontrak jangka panjang.



Ditambah lagi, Althof juga tampil membela timnas Indonesia di Turnamen Prakualifikasi Olimpiade Paris 2024, sehingga kemampuan dan mental bertandingnya semakin bagus. Althof diharapkan bisa menjadi bintang klub RANS Simba Bogor di musim depan.Pewarta: Aditya Ramadhan
Editor: Aditya Eko Sigit Wicaksono
				COPYRIGHT © ANTARA 2023
",https://www.antaranews.com/berita/3823167/althof-satrio-perpanjang-kontrak-tiga-tahun-di-rans
142,Most Improved Player IBL 2023 bergabung ke RANS - ANTARA News,2023-11-14T21:13:12+07:00,"
				Jakarta (ANTARA) - Pemain dengan predikat Most Improved Player IBL 2023 Argus Sanyudy bergabung ke RANS Simba Bogor dari tim lamanya Bima Perkasa Jogja.



Argus akan bergabung bersama RANS untuk berkompetisi di musim IBL 2024 dengan sejumlah para pemain baru dari klub milik Raffi Ahmad tersebut.



Seperti diketahui, RANS Simba Bogor saat ini sedang gencar-gencarnya mengembangkan klub basket dengan mendatangkan pemain baru, tim pelatih baru, sampai berganti nama dan markas.



Laman resmi IBL menyebut Argus sebagai sosok pemain muda yang layak diperhitungkan di liga. Mengawali karier profesional bersama Amartha Hangtuah Jakarta di IBL 2021, dia memiliki rata-rata menit bermain sebanyak empat menit per laga.



Kemudian di musim 2022, dia pindah ke Satria Muda Pertamina Jakarta dengan penampilan sebanyak 14 laga dari bangku cadangan. Karena berada di tim Satria Muda, maka otomatis Argus merupakan pemain yang punya satu gelar juara IBL bersama dengan Satria Muda pada musim 2022.



Selanjutnya, Argus pindah ke Bima Perkasa Jogja tahun 2023. Dia tampil beberapa kali sebagai starter dari total 29 pertandingan pada musim reguler.



Menit bermainnya meningkat dari hanya dua menit per laga di Satria Muda, menjadi 17,6 menit di Bima Perkasa.



Dia mampu berkontribusi dengan rataan 4,4 poin per gim, dan 3,6 rebound per gim pada IBL musim 2023. Argus pun terpilih sebagai Most Improved Player IBL 2023, mengalahkan sejumlah kandidat lainnya yaitu Teddy Apriyana Romadonsyah, Andre Adianno, Katon Adjie Baskoro, dan Fadlan Minallah.



Kehadiran Argus benar-benar menyiratkan peremajaan dalam tim RANS. Mereka punya big man dengan usia yang relatif lebih muda dari musim sebelumnya.



Pada musim lalu, big man RANS adaalah Valentino Wuwungan dan Fadlan Minallah, yang merupakan pemain senior yang keduanya sudah tidak lagi dalam roster RANS.

 Pewarta: Aditya Ramadhan
Editor: Aditya Eko Sigit Wicaksono
				COPYRIGHT © ANTARA 2023
",https://www.antaranews.com/berita/3823149/most-improved-player-ibl-2023-bergabung-ke-rans
143,Pascal Siakam selamatkan Raptors dari kekalahan atas Wizards - ANTARA News,2023-11-14T14:15:25+07:00,"
				Jakarta (ANTARA) - Pascal Siakam menjadi penyelamat Toronto Raptors dari ambang kekalahan dengan mencetak 39 poin pada laga NBA melawan Washington Wizards yang digelar di Scotiabank Arena Toronto, Selasa WIB.



Washington Wizards mendominasi permainan sepanjang laga dan tak memberi kesempatan Raptors untuk unggul.



Wizards memimpin jalannya laga dari kuarter pertama hingga kuarter empat, bahkan sempat mencetak keunggulan tertinggi 23 poin.



Namun Siakam membuat timnya comeback dengan mencetak 22 poin di kuarter ketiga. Dia menyelesaikan laga dengan tambahan 11 rebound.



""Dia mengangkat kami sepanjang laga,"" kata pemain Raptors Chris Boucher seperti dikutip dari laman resmi NBA.



""Itu menunjukkan bagaimana kompetitifnya dia, tetapi juga betapa dia peduli dengan rekan setimnya,"" katanya lagi.



Kemenangan usai defisit lebih dari 20 angka ini merupakan yang kedua kalinya dialami Raptors. Sebelumnya, mereka juga pernah mengalami hal serupa saat tertinggal 22 poin pada laga melawan San Antonio Spurs pada 5 November.



Baca juga:  



""Setiap kali menang setelah tertinggal 20 poin itu luar biasa. Tentu senang dengan kemenangan ini, tapi kami tidak mau lagi menjalani gim seperti tadi,"" kata Boucher.



Scottie Barnes menambahkan 19 poin untuk Raptors dan Jakob Poeltl menyumbang 13 angka.



Sedangkan dari Wizards, Kyle Kuzma mencatat 34 poin, Daniel Gafford dan Jordan Poole masing-masing 14 poin, dan tiga pemain Wizards yaitu Tyus Jones, Bilal Coulibaly, dan Corey Kispert masing-masing menyumbang 10 poin.



Selanjutnya, Wizards akan menjamu Dallas Mavericks pada Kamis (16/11) dan Toronto Raptors menghadapi Milwaukee Bucks di kandangnya pada hari yang sama.



Baca juga:  

Baca juga:  Pewarta: Aditya Ramadhan
Editor: Eka Arifa Rusqiyati
				COPYRIGHT © ANTARA 2023
",https://www.antaranews.com/berita/3822300/pascal-siakam-selamatkan-raptors-dari-kekalahan-atas-wizards
144,Pacers hentikan delapan kemenangan beruntun 76ers - ANTARA News,2023-11-15T12:29:39+07:00,"
				Jakarta (ANTARA) - Indiana Pacers menghentikan rentetan delapan kemenangan beruntun milik Philadelphia 76ers dengan mengalahkannya 132-126 dalam laga Turnamen Dalam Musim NBA (NBA In-Season Tournament) yang digelar di Welss Fargo Center Philadelphia, Rabu WIB.



Tyrese Haliburton menjadi pencetak poin tertinggi dengan 33 poin dan 15 assist, Obi Toppin menambahkan 27 poin, Myles Turner 17 poin, Bruce Brown Jr 14 poin, dan T.J. McConnell 11 poin.



Dengan hasil ini, Pacers naik ke peringkat pertama klasemen sementara Grup A Wilayah Timur dengan catatan 2 menang, sementara 76ers terpeleset ke peringkat tiga dengan 1 menang dan 1 kalah.



Baca juga:  



Mengutip statistik pertandingan di laman resmi NBA, Joel Embiid mencatat 39 poin untuk Sixers. De'Anthony Melton menambahkan 30 poin.



Tyrese Maxey juga mencatat 27 poin dengan 9 tembakan berhasil dari 23 total upaya yang dilakukan. Sebelumnya, Maxey mencatatkan poin tertinggi selama berkarier sebagai pebasket NBA yaitu 50 poin pada laga pekan lalu.



Pacers memegang kendali sejak awal pertandingan hingga hampir sepanjang laga. Philadelphia 76ers hanya unggul tiga poin selama 26 detik di awal kuarter ketiga. Setelahnya, Pacers kembali memegang kendali permainan hingga laga usai. Walaupun surplus poin dari Pacers tidak terlalu lebar, yaitu 13 poin.



Selanjutnya, Indiana Pacers akan bertemu dengan Orlando Magic pada Senin (20/11) pekan depan. Sedangkan 76ers akan menjamu Boston Celtics besok.



Baca juga:  

 Pewarta: Aditya Ramadhan
Editor: Teguh Handoko
				COPYRIGHT © ANTARA 2023
",https://www.antaranews.com/berita/3823854/pacers-hentikan-delapan-kemenangan-beruntun-76ers
145,Celtics rebut puncak klasemen Wilayah Timur dari 76ers - ANTARA News,2023-11-16T13:35:47+07:00,"
				Jakarta (ANTARA) - Boston Celtics merebut posisi puncak klasemen NBA Wilayah Timur dari Philadelphia 76ers setelah mengalahkannya 117-107 pada laga NBA yang digelar di Wells Fargo Center Philadelphia, Kamis WIB.



Celtics yang sebelumnya berada di posisi runner-up bertukar posisi dengan 76ers sebagai pemuncak klasemen Wilayah Timur.



Boston Celtics mengoleksi sembilan menang dan kalah kalah, sementara Philadelphia 76ers delapan menang dan tiga kalah.



Padahal, pada laga itu Celtics tidak diperkuat oleh sejumlah pemain kunci seperti Jaylen Brown yang sedang sakit dan bintang barunya Kristaps Porzingis yang mengalami memar lutut kanan.



""Semua pemain harus melakukan sedikit peningkatan. Tentu saja pemain seperti JB dan KP, Anda tidak bisa bermain seperti yang mereka lakukan. Tapi kami harus bisa meningkat sedikit saja dan saya pikir kami cukup banyak melakukan peningkatan,"" kata pemain Celtics Derrick White mengutip laman resmi NBA.



Jayson Tatum menjadi pencetak skor terbanyak untuk Celtics dengan 29 poin, Derrick White menambahkan 27 poin, dan pemain Celtics rekrutan terbaru dari Milwaukee Bucks Jrue Holiday mencatat double-double dengan 18 poin dan10 rebound serta Al Horford turut menambahkan 14 poin.



Baca juga:  



Sedangkan Philadelphia 76ers yang baru saja mengakhiri rekor delapan kemenangan beruntun pada laga sebelumnya, harus kembali kalah di tangan rival terdekat di klasemen Wilayah Timur.



Joel Embiid hanya mencetak 20 poin. Angka yang sama juga dicetak oleh Tyrese Maxey.



Sebanyak tiga pemain 76ers masing-masing mencetak 16 poin yaitu Tobias Harris, Robert Covington, dan De'Anthony Melton.



Selanjutnya, Celtics akan menghadapi Toronto Raptors pada Sabtu (18/11), dan 76ers mengunjungi markas Atlanta Hawks di hari yang sama dalam laga NBA In-Season Tournament.



Baca juga:  

Baca juga:  Pewarta: Aditya Ramadhan
Editor: Eka Arifa Rusqiyati
				COPYRIGHT © ANTARA 2023
",https://www.antaranews.com/berita/3825918/celtics-rebut-puncak-klasemen-wilayah-timur-dari-76ers
146,Bola basket kursi roda kian berkembang di Indonesia - ANTARA News,2023-09-18T14:02:35+07:00,"
				Jakarta (ANTARA) - Olahraga bola basket kursi roda dinilai kian berkembang di Indonesia dengan diselenggarakannya pertandingan ekshibisi pada kompetisi IBL 3x3 2023 yang digelar di Bintaro XChange Mall Tangerang Banten.



Pendiri komunitas bola basket kursi roda bernama Jakarta Swift, Donald Santoso, mengatakan perkembangan olahraga yang termasuk dalam kategori olahraga disabilitas atau Paragames ini mulai meningkat dibandingkan dia pertama mendirikan komunitasnya pada 2017 silam.



""Kami ingin membangun kesadaran publik terhadap wheelchair basketball ini,"" kata Donald seperti dikutip dari laman resmi IBL di Jakarta, Senin.



Saat Donald pertama kali mendirikan komunitas Jakarta Swift, banyak orang yang tidak mengenali olahraga yang termasuk dalam cabang olahraga disabilitas ini sehingga peminatnya kurang.



Jakarta Swift sendiri didirikan pada pertengahan tahun 2017 yang sengaja difokuskan untuk persiapan Asian Para Games 2018. Lalu setelah ajang olahraga se-Asia itu selesai digelar di Jakarta dan Palembang, Jakarta Swift membuka diri terhadap publik yang ingin bergabung sejak Maret 2019.



""Sehingga teman-teman disabilitas bisa join dengan kami,"" katanya.



Baca juga:  



Menurut Donald, olahraga bola basket kursi roda terbilang mulai berkembang di Indonesia. Menurut dia, kebanyakan olahraga disabilitas hanya sebatas perorangan saja, dan sedikit jumlahnya yang merupakan olahraga beregu. Oleh karena itu sedikit orang yang menekuni olahraga disabilitas untuk beregu seperti bola basket kursi roda ini.



""Dulu olahraga beregu untuk disabilitas sangat jarang. Biasanya perorangan. Tetapi ketika ada wheelchair basketball ini para penyandang disabilitas penasaran. Rata-rata orang yang gabung dengan kami 90 persen tidak tahu apa itu bola basket kursi roda. Tapi sekarang sudah bagus, dan saya bangga dengan progres olahraga ini,"" ungkap Donald.



Donald juga menjelaskan, kursi roda yang digunakan dalam olahraga ini berbeda dengan kursi roda kebanyakan. Yang paling terlihat adalah rodanya miring untuk menjaga keseimbangan pemain yang menggunakannya. Untuk aturan main, pada dasarnya sama saja dengan bola basket konvensional, hanya tidak ada aturan double drible.



Donald Santoso dulu merupakan salah satu pemain tim basket kursi roda Amerika Serikat, Phoenix Suns. Tahun 2017 Donald kembali ke Indonesia, dan ia mulai menyadari bahwa bola basket kursi roda masih belum dikenal.



Dia menyampaikan niatnya untuk membangun komunitas bola basket kursi roda di Indonesia kepada National Paralympic Commitee (NPC), lalu terbentuklah Timnas Bola Basket Kursi Roda Indonesia yang menjadi cikal bakal dari Jakarta Swift Wheechair Basketball.Pewarta: Aditya Ramadhan
Editor: Irwan Suhirwandi
				COPYRIGHT © ANTARA 2023
",https://www.antaranews.com/berita/3731682/bola-basket-kursi-roda-kian-berkembang-di-indonesia
