,0
0,https://www.antaranews.com/berita/3564036/lima-legenda-sepak-bola-dunia-hadiri-acara-brimo-future-garuda
1,https://www.antaranews.com/berita/3563709/messi-dan-benzema-dirumorkan-tertarik-main-di-liga-arab
2,https://www.antaranews.com/berita/3517401/psg-hukum-lionel-messi-karena-mangkir-latihan-dan-pergi-ke-arab-saudi
3,https://www.antaranews.com/infografik/3482781/pencetak-gol-terbanyak-sepanjang-sejarah
4,https://www.antaranews.com/berita/3481914/hoaks-cristiano-ronaldo-dukung-indonesia-tolak-israel-di-piala-dunia-u-20
5,https://www.antaranews.com/berita/3479394/messi-pecahkan-rekor-kontribusi-seribu-gol-untuk-klub
6,https://www.antaranews.com/berita/3461769/messi-torehkan-gol-ke-102-bersama-timnas-argentina
7,https://www.antaranews.com/berita/3402915/sempat-dikabarkan-selamat-christian-atsu-dikonfirmasi-meninggal-dunia
8,https://www.antaranews.com/berita/3398814/hoaks-messi-gabung-persib
9,https://www.antaranews.com/berita/3389187/ronaldo-lewati-500-gol-di-liga-usai-cetak-empat-gol-untuk-al-nassr
10,https://www.antaranews.com/berita/3353253/hoaks-cristiano-ronaldo-masuk-partai-golkar
11,https://www.antaranews.com/berita/3336414/ronaldo-didesak-suarakan-pula-isu-ham-di-arab-saudi
12,https://www.antaranews.com/infografik/3330447/pele-sang-raja-sepak-bola
13,https://www.antaranews.com/foto/3329946/terbaru-cristiano-ronaldo-resmi-gabung-klub-al-nassr-dengan-gaji-rp33-triliun-per-tahun
14,https://www.antaranews.com/berita/3329916/cristiano-ronaldo-resmi-bergabung-ke-klub-arab-saudi-al-nassr
15,https://www.antaranews.com/infografik/3829245/pemain-naturalisasi-untuk-perkuat-timnas
16,https://www.antaranews.com/berita/3830991/deretan-pemain-yang-memukau-selama-fase-grup-piala-dunia-u-17-2023
17,https://www.antaranews.com/foto/3329139/rip-sang-raja-sepak-bola
18,https://www.antaranews.com/infografik/3312414/daftar-penerima-fifa-awards-2022
19,https://www.antaranews.com/berita/3285163/kylian-mbappe-akui-piala-dunia-adalah-obsesinya
20,https://www.antaranews.com/berita/3284359/pele-mengaku-merasa-kuat-dan-penuh-harapan
21,https://www.antaranews.com/berita/3282859/lib-liga-1-resmi-dilanjutkan-mulai-5-desember-2022
22,https://www.antaranews.com/berita/3261473/rio-ferdinand-nilai-kepergian-ronaldo-terbaik-untuk-klub-dan-pemain
23,https://www.antaranews.com/berita/3238105/erick-thohir-ajak-nesta-dan-terry-makan-lemper
24,https://www.antaranews.com/berita/3221973/gerard-pique-gantung-sepatu
25,https://www.antaranews.com/berita/3185353/alexia-putellas-kembali-dinobatkan-sebagai-pesepak-bola-wanita-terbaik
26,https://www.antaranews.com/berita/3185345/karim-benzema-resmi-raih-ballon-dor-2022
27,https://www.antaranews.com/berita/3152993/mesut-ozil-sampaikan-rasa-belasungkawa-atas-tragedi-di-kanjuruhan
28,https://www.antaranews.com/berita/3130993/belum-mau-pensiun-cristiano-ronaldo-targetkan-main-di-euro-2024
29,https://www.antaranews.com/berita/3094413/barcelona-resmi-akhiri-kontrak-martin-braithwaite
